concept_name,table_name,field_name,concept_with_context
Standard Chemotherapy|Bone Marrow Transplant|Targeted Therapy - Kinase Inhibitor(s),treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Bone Marrow Transplant|Targeted Therapy - Kinase Inhibitor(s)
Standard Chemotherapy,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy
Standard Chemotherapy|Intrathecal|Targeted Therapy - Other,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Intrathecal|Targeted Therapy - Other
DLI|Standard Chemotherapy|Bone Marrow Transplant|Targeted Therapy - Kinase Inhibitor(s)|Intrathecal|Targeted Therapy - Other,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_DLI|Standard Chemotherapy|Bone Marrow Transplant|Targeted Therapy - Kinase Inhibitor(s)|Intrathecal|Targeted Therapy - Other
Standard Chemotherapy|Supportive/Palliative Care|Targeted Therapy - Kinase Inhibitor(s),treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Supportive/Palliative Care|Targeted Therapy - Kinase Inhibitor(s)
Standard Chemotherapy|Targeted Therapy - Kinase Inhibitor(s),treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Targeted Therapy - Kinase Inhibitor(s)
Standard Chemotherapy|Bone Marrow Transplant|Intrathecal|Targeted Therapy - Kinase Inhibitor(s),treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Bone Marrow Transplant|Intrathecal|Targeted Therapy - Kinase Inhibitor(s)
DLI|Standard Chemotherapy|Bone Marrow Transplant|Supportive/Palliative Care,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_DLI|Standard Chemotherapy|Bone Marrow Transplant|Supportive/Palliative Care
Standard Chemotherapy|Bone Marrow Transplant,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Bone Marrow Transplant
Targeted Therapy - Kinase Inhibitor(s),treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Targeted Therapy - Kinase Inhibitor(s)
DLI|Standard Chemotherapy|Bone Marrow Transplant,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_DLI|Standard Chemotherapy|Bone Marrow Transplant
Supportive/Palliative Care,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Supportive/Palliative Care
DLI|Standard Chemotherapy|Bone Marrow Transplant|Other,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_DLI|Standard Chemotherapy|Bone Marrow Transplant|Other
Standard Chemotherapy|Supportive/Palliative Care,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Supportive/Palliative Care
Standard Chemotherapy|Bone Marrow Transplant|Intrathecal,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Bone Marrow Transplant|Intrathecal
Standard Chemotherapy|Bone Marrow Transplant|Targeted Therapy - Other|Targeted Therapy - Kinase Inhibitor(s),treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Bone Marrow Transplant|Targeted Therapy - Other|Targeted Therapy - Kinase Inhibitor(s)
Targeted Therapy - Other,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Targeted Therapy - Other
Standard Chemotherapy|Bone Marrow Transplant|Supportive/Palliative Care,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Bone Marrow Transplant|Supportive/Palliative Care
Standard Chemotherapy|Bone Marrow Transplant|Targeted Therapy - Other,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Bone Marrow Transplant|Targeted Therapy - Other
Unknown,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Unknown
Standard Chemotherapy|Targeted Therapy - Other,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Targeted Therapy - Other
Standard Chemotherapy|Unknown|Bone Marrow Transplant,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Unknown|Bone Marrow Transplant
Standard Chemotherapy|Supportive/Palliative Care|Targeted Therapy - Other,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Supportive/Palliative Care|Targeted Therapy - Other
Standard Chemotherapy|Bone Marrow Transplant|Other,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Bone Marrow Transplant|Other
Standard Chemotherapy|Targeted Therapy - Kinase Inhibitor(s)|Targeted Therapy - Other,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Targeted Therapy - Kinase Inhibitor(s)|Targeted Therapy - Other
Standard Chemotherapy|Supportive/Palliative Care|Intrathecal,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Supportive/Palliative Care|Intrathecal
Standard Chemotherapy|Unknown,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Unknown
Standard Chemotherapy|Intrathecal,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Intrathecal
Supportive/Palliative Care|Targeted Therapy - Other,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Supportive/Palliative Care|Targeted Therapy - Other
Standard Chemotherapy|Supportive/Palliative Care|Targeted Therapy - Kinase Inhibitor(s)|Targeted Therapy - Other|Bone Marrow Transplant,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Supportive/Palliative Care|Targeted Therapy - Kinase Inhibitor(s)|Targeted Therapy - Other|Bone Marrow Transplant
Standard Chemotherapy|Targeted Therapy - Other|Targeted Therapy - Kinase Inhibitor(s),treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Targeted Therapy - Other|Targeted Therapy - Kinase Inhibitor(s)
Standard Chemotherapy|Targeted Therapy - Other|Intrathecal,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Targeted Therapy - Other|Intrathecal
DLI|Standard Chemotherapy|Bone Marrow Transplant|Targeted Therapy - Other,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_DLI|Standard Chemotherapy|Bone Marrow Transplant|Targeted Therapy - Other
Standard Chemotherapy|Other,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Other
Standard Chemotherapy|Bone Marrow Transplant|Intrathecal|Other,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Bone Marrow Transplant|Intrathecal|Other
DLI|Standard Chemotherapy|Bone Marrow Transplant|Targeted Therapy - Kinase Inhibitor(s),treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_DLI|Standard Chemotherapy|Bone Marrow Transplant|Targeted Therapy - Kinase Inhibitor(s)
Supportive/Palliative Care|Other,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Supportive/Palliative Care|Other
Bone Marrow Transplant|Targeted Therapy - Other,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Bone Marrow Transplant|Targeted Therapy - Other
Targeted Therapy - Kinase Inhibitor(s)|Targeted Therapy - Other,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Targeted Therapy - Kinase Inhibitor(s)|Targeted Therapy - Other
Standard Chemotherapy|Bone Marrow Transplant|Supportive/Palliative Care|Targeted Therapy - Kinase Inhibitor(s),treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Bone Marrow Transplant|Supportive/Palliative Care|Targeted Therapy - Kinase Inhibitor(s)
Standard Chemotherapy|Bone Marrow Transplant|Intrathecal|Targeted Therapy - Other,treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Standard Chemotherapy|Bone Marrow Transplant|Intrathecal|Targeted Therapy - Other
Supportive/Palliative Care|Targeted Therapy - Kinase Inhibitor(s),treatment,list_unique_treatment_types,treatment_list_unique_treatment_types_Supportive/Palliative Care|Targeted Therapy - Kinase Inhibitor(s)
"7+3 (Cytarabine, Idarubicin)|HiDAC|Fludarabine, TBI|Sorafenib|Hydroxyurea|Decitabine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|HiDAC|Fludarabine, TBI|Sorafenib|Hydroxyurea|Decitabine"
"7+3 (Cytarabine, Idarubicin)|HiDAC|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|MEC (Cytarabine, Etoposide, Mitoxantrone)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|HiDAC|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|MEC (Cytarabine, Etoposide, Mitoxantrone)"
"7+3 (Cytarabine, Idarubicin)|MiDAC|Quizartinib|Cytarabine, Methotrexate",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|MiDAC|Quizartinib|Cytarabine, Methotrexate"
"Cyclophosphamide, TBI|HAM (Cytarabine, Mitoxantrone)|MEC (Cytarabine, Etoposide, Mitoxantrone)|Decitabine|Cytarabine, Mitoxantrone, Sorafenib|ADE (Cytarabine, Daunorubicin & Etoposide)|Donor Lymphocyte Infusion|Cytarabine|Sorafenib|FLAG (Fludarabine, High-dose Cytarabine, G-CSF)|Treo/Flu/TBI (Treosulfan, Fludarabine, Total Body Irradiation)|Methotrexate|Etoposide, Cytarabine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Cyclophosphamide, TBI|HAM (Cytarabine, Mitoxantrone)|MEC (Cytarabine, Etoposide, Mitoxantrone)|Decitabine|Cytarabine, Mitoxantrone, Sorafenib|ADE (Cytarabine, Daunorubicin & Etoposide)|Donor Lymphocyte Infusion|Cytarabine|Sorafenib|FLAG (Fludarabine, High-dose Cytarabine, G-CSF)|Treo/Flu/TBI (Treosulfan, Fludarabine, Total Body Irradiation)|Methotrexate|Etoposide, Cytarabine"
Decitabine|Quizartinib|Mitoxantrone,treatment,list_unique_chemotherapy_treatment_regimens,treatment_list_unique_chemotherapy_treatment_regimens_Decitabine|Quizartinib|Mitoxantrone
"7+3 (Cytarabine, Idarubicin)|MiDAC|AC220 (Ambit)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|MiDAC|AC220 (Ambit)"
"7+3 (Cytarabine, Idarubicin)|MiDAC|Hydroxyurea|AC220 (Ambit)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|MiDAC|Hydroxyurea|AC220 (Ambit)"
"7+3 (Cytarabine, Idarubicin)|HiDAC|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|Quizartinib|Busulfan, Cyclophosphamide",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|HiDAC|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|Quizartinib|Busulfan, Cyclophosphamide"
"7+3 (Cytarabine, Idarubicin)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|Azacitidine|Quizartinib",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|Azacitidine|Quizartinib"
"7+3 (Cytarabine, Idarubicin)|HiDAC|MEC (Cytarabine, Etoposide, Mitoxantrone)|Etoposide, Mitoxantrone|Quizartinib",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|HiDAC|MEC (Cytarabine, Etoposide, Mitoxantrone)|Etoposide, Mitoxantrone|Quizartinib"
"7+3 (Cytarabine, Idarubicin)|Hydroxyurea|Quizartinib|Busulfan, Cyclophosphamide",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|Hydroxyurea|Quizartinib|Busulfan, Cyclophosphamide"
"7+3 (Cytarabine, Idarubicin)|MiDAC|Decitabine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|MiDAC|Decitabine"
"7+3 (Cytarabine, Idarubicin)|HiDAC|Quizartinib|Idarubicin and Cytarabine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|HiDAC|Quizartinib|Idarubicin and Cytarabine"
"Fludarabine, Melphalan|7+3 (Cytarabine, Idarubicin)|MiDAC|Quizartinib|Methotrexate",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Fludarabine, Melphalan|7+3 (Cytarabine, Idarubicin)|MiDAC|Quizartinib|Methotrexate"
"Fludarabine, Melphalan|5+2 (Cytarabine, Idarubicin)|7+3 (Cytarabine, Idarubicin)|Donor Lymphocyte Infusion|HAM (Cytarabine, Mitoxantrone)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|GCLAC (GCSF, Clofarabine & Cytarabine)|MEC (Cytarabine, Etoposide, Mitoxantrone)|Decitabine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Fludarabine, Melphalan|5+2 (Cytarabine, Idarubicin)|7+3 (Cytarabine, Idarubicin)|Donor Lymphocyte Infusion|HAM (Cytarabine, Mitoxantrone)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|GCLAC (GCSF, Clofarabine & Cytarabine)|MEC (Cytarabine, Etoposide, Mitoxantrone)|Decitabine"
"ADE (Cytarabine, Daunorubicin & Etoposide)|HiDAC|Azacitidine|Azacitidine, Lenalidomide|Decitabine|Hydroxyurea|Etoposide, Mitoxantrone",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_ADE (Cytarabine, Daunorubicin & Etoposide)|HiDAC|Azacitidine|Azacitidine, Lenalidomide|Decitabine|Hydroxyurea|Etoposide, Mitoxantrone"
"5+2 (Cytarabine, Idarubicin)|7+3 (Cytarabine, Idarubicin)|MiDAC|Bu/Flu/TBI (Busulfan, Fludarabine, Total Body Irradiation)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_5+2 (Cytarabine, Idarubicin)|7+3 (Cytarabine, Idarubicin)|MiDAC|Bu/Flu/TBI (Busulfan, Fludarabine, Total Body Irradiation)"
"7+3 (Cytarabine, Idarubicin)|HiDAC|Cytarabine|3+7 (Cytarabine, Daunorubicin)|Azacitidine|3+3 plus Sorafenib|Clofarabine|Clofarabine, Cytarabine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|HiDAC|Cytarabine|3+7 (Cytarabine, Daunorubicin)|Azacitidine|3+3 plus Sorafenib|Clofarabine|Clofarabine, Cytarabine"
"Dasatinib|7+3 (Cytarabine, Idarubicin)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|Azacitidine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Dasatinib|7+3 (Cytarabine, Idarubicin)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|Azacitidine"
"7+3 (Cytarabine, Idarubicin)|HiDAC|Cyclophosphamide, Fludarabine, TBI",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|HiDAC|Cyclophosphamide, Fludarabine, TBI"
"Fludarabine, Melphalan|7+3 (Cytarabine, Idarubicin)|HiDAC",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Fludarabine, Melphalan|7+3 (Cytarabine, Idarubicin)|HiDAC"
"5+2 (Cytarabine, Idarubicin)|Dasatinib|7+3 (Cytarabine, Idarubicin)|Azacitidine|Hydroxyurea",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_5+2 (Cytarabine, Idarubicin)|Dasatinib|7+3 (Cytarabine, Idarubicin)|Azacitidine|Hydroxyurea"
"7+3 (Cytarabine, Idarubicin)|HiDAC|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|Azacitidine|GCLAC (GCSF, Clofarabine & Cytarabine)|MEC (Cytarabine, Etoposide, Mitoxantrone)|Decitabine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|HiDAC|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|Azacitidine|GCLAC (GCSF, Clofarabine & Cytarabine)|MEC (Cytarabine, Etoposide, Mitoxantrone)|Decitabine"
Ruxolitinib,treatment,list_unique_chemotherapy_treatment_regimens,treatment_list_unique_chemotherapy_treatment_regimens_Ruxolitinib
"Fludarabine, Melphalan|7+3 (Cytarabine, Idarubicin)|HiDAC|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|MEC (Cytarabine, Etoposide, Mitoxantrone)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Fludarabine, Melphalan|7+3 (Cytarabine, Idarubicin)|HiDAC|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|MEC (Cytarabine, Etoposide, Mitoxantrone)"
"HiDAC|Decitabine, Sirolimus|Donor Lymphocyte Infusion|3+7 (Cytarabine, Daunorubicin)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|MEC (Cytarabine, Etoposide, Mitoxantrone)|FLAG (Fludarabine, High-dose Cytarabine, G-CSF)|Decitabine|Busulfan, Cyclophosphamide",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_HiDAC|Decitabine, Sirolimus|Donor Lymphocyte Infusion|3+7 (Cytarabine, Daunorubicin)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|MEC (Cytarabine, Etoposide, Mitoxantrone)|FLAG (Fludarabine, High-dose Cytarabine, G-CSF)|Decitabine|Busulfan, Cyclophosphamide"
"7+3 (Cytarabine, Idarubicin)|ATRA (Tretinoin)|HiDAC|Bu/Flu/TBI (Busulfan, Fludarabine, Total Body Irradiation)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|ATRA (Tretinoin)|HiDAC|Bu/Flu/TBI (Busulfan, Fludarabine, Total Body Irradiation)"
